"Gene.name.uniq"	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"Gene.stable.ID"	"Gene.name"	"ZFIN.ID"	"Gene.description"	"Source.of.gene.name"
"TXN"	0.000184462387902337	0.776477271440248	0.344	0.13	1	"12"	"ENSDARG00000031435"	"TXN"	"https://zfin.org/ZDB-GENE-030131-8581"	"thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]"	"HGNC Symbol"
"fkbp11"	0.00014618862456948	0.777909992904524	0.125	0.023	1	"12"	"ENSDARG00000037000"	"fkbp11"	"https://zfin.org/ZDB-GENE-030616-357"	"FKBP prolyl isomerase 11 [Source:ZFIN;Acc:ZDB-GENE-030616-357]"	"ZFIN"
"eef1db"	9.03381455673459e-05	0.778802408524192	0.344	0.12	1	"12"	"ENSDARG00000030053"	"eef1db"	"https://zfin.org/ZDB-GENE-030131-6544"	"eukaryotic translation elongation factor 1 delta b (guanine nucleotide exchange protein) [Source:ZFIN;Acc:ZDB-GENE-030131-6544]"	"ZFIN"
"mcl1a"	0.00272686096901358	0.788650478732727	0.281	0.116	1	"12"	"ENSDARG00000009779"	"mcl1a"	"https://zfin.org/ZDB-GENE-000511-7"	"MCL1 apoptosis regulator, BCL2 family member a [Source:ZFIN;Acc:ZDB-GENE-000511-7]"	"ZFIN"
"golga7"	6.93047437855598e-05	0.790475673924722	0.156	0.031	1	"12"	"ENSDARG00000057676"	"golga7"	"https://zfin.org/ZDB-GENE-040625-142"	"golgin A7 [Source:ZFIN;Acc:ZDB-GENE-040625-142]"	"ZFIN"
"vdac1"	0.000181650898692439	0.792027203000195	0.125	0.023	1	"12"	"ENSDARG00000045132"	"vdac1"	"https://zfin.org/ZDB-GENE-030131-6514"	"voltage-dependent anion channel 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6514]"	"ZFIN"
"rps29"	3.5838884647381e-07	0.792978864408384	0.875	0.564	0.00918263902435196	"12"	"ENSDARG00000041232"	"rps29"	"https://zfin.org/ZDB-GENE-040622-5"	"ribosomal protein S29 [Source:ZFIN;Acc:ZDB-GENE-040622-5]"	"ZFIN"
"hmga1a"	0.00244472356852951	0.804210310344342	0.281	0.118	1	"12"	"ENSDARG00000028335"	"hmga1a"	"https://zfin.org/ZDB-GENE-010502-1"	"high mobility group AT-hook 1a [Source:ZFIN;Acc:ZDB-GENE-010502-1]"	"ZFIN"
"matn4"	3.19764833745858e-14	0.812938566356509	0.125	0.006	8.19301457023637e-10	"12"	"ENSDARG00000015947"	"matn4"	"https://zfin.org/ZDB-GENE-050208-64"	"matrilin 4 [Source:ZFIN;Acc:ZDB-GENE-050208-64]"	"ZFIN"
"anxa13"	1.39649203533825e-07	0.815413109277217	0.125	0.013	0.00357809189294367	"12"	"ENSDARG00000013976"	"anxa13"	"https://zfin.org/ZDB-GENE-010406-1"	"annexin A13 [Source:ZFIN;Acc:ZDB-GENE-010406-1]"	"ZFIN"
"ssr2"	0.000517798716574783	0.821183097934294	0.188	0.052	1	"12"	"ENSDARG00000005230"	"ssr2"	"https://zfin.org/ZDB-GENE-010413-1"	"signal sequence receptor, beta [Source:ZFIN;Acc:ZDB-GENE-010413-1]"	"ZFIN"
"dad1"	0.00357209485301526	0.821528696111731	0.188	0.064	1	"12"	"ENSDARG00000102105"	"dad1"	"https://zfin.org/ZDB-GENE-060503-233"	"defender against cell death 1 [Source:ZFIN;Acc:ZDB-GENE-060503-233]"	"ZFIN"
"aldh7a1"	0.000157156697255482	0.823014588083038	0.156	0.034	1	"12"	"ENSDARG00000018426"	"aldh7a1"	"https://zfin.org/ZDB-GENE-030131-6129"	"aldehyde dehydrogenase 7 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-6129]"	"ZFIN"
"glo1"	0.000924361265416172	0.82407873474591	0.156	0.041	1	"12"	"ENSDARG00000068978"	"glo1"	"https://zfin.org/ZDB-GENE-030722-9"	"glyoxalase 1 [Source:ZFIN;Acc:ZDB-GENE-030722-9]"	"ZFIN"
"eif2s1b"	0.00255155886545982	0.826149123673107	0.188	0.062	1	"12"	"ENSDARG00000052178"	"eif2s1b"	"https://zfin.org/ZDB-GENE-030131-283"	"eukaryotic translation initiation factor 2, subunit 1 alpha b [Source:ZFIN;Acc:ZDB-GENE-030131-283]"	"ZFIN"
"uqcrfs1"	0.00514277724673681	0.827050505452453	0.156	0.05	1	"12"	"ENSDARG00000007745"	"uqcrfs1"	"https://zfin.org/ZDB-GENE-040426-2060"	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2060]"	"ZFIN"
"anxa11b"	0.00842222943994888	0.833240120896553	0.156	0.054	1	"12"	"ENSDARG00000002632"	"anxa11b"	"https://zfin.org/ZDB-GENE-030707-5"	"annexin A11b [Source:ZFIN;Acc:ZDB-GENE-030707-5]"	"ZFIN"
"cd81a"	0.000339157931764952	0.833741422589844	0.281	0.094	1	"12"	"ENSDARG00000036080"	"cd81a"	"https://zfin.org/ZDB-GENE-000831-5"	"CD81 molecule a [Source:ZFIN;Acc:ZDB-GENE-000831-5]"	"ZFIN"
"rwdd1"	3.17364746339917e-05	0.834189251775737	0.188	0.04	0.813151953072136	"12"	"ENSDARG00000015930"	"rwdd1"	"https://zfin.org/ZDB-GENE-040718-270"	"RWD domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040718-270]"	"ZFIN"
"gpx4a"	9.9124398603033e-07	0.835131592247122	0.125	0.015	0.0253976534100691	"12"	"ENSDARG00000068478"	"gpx4a"	"https://zfin.org/ZDB-GENE-030410-2"	"glutathione peroxidase 4a [Source:ZFIN;Acc:ZDB-GENE-030410-2]"	"ZFIN"
"ptges3a"	0.000130862670450423	0.835828028684967	0.125	0.023	1	"12"	"ENSDARG00000037284"	"ptges3a"	"https://zfin.org/ZDB-GENE-040426-2200"	"prostaglandin E synthase 3a (cytosolic) [Source:ZFIN;Acc:ZDB-GENE-040426-2200]"	"ZFIN"
"eif3k"	0.00083653595216216	0.837563892489981	0.281	0.106	1	"12"	"ENSDARG00000068289"	"eif3k"	"https://zfin.org/ZDB-GENE-050417-45"	"eukaryotic translation initiation factor 3, subunit K [Source:ZFIN;Acc:ZDB-GENE-050417-45]"	"ZFIN"
"rpl12"	2.92334670680584e-07	0.841962153049528	0.906	0.635	0.00749019893217791	"12"	"ENSDARG00000006691"	"rpl12"	"https://zfin.org/ZDB-GENE-030131-5297"	"ribosomal protein L12 [Source:ZFIN;Acc:ZDB-GENE-030131-5297]"	"ZFIN"
"tdh"	0.00949041119102668	0.842048967737429	0.156	0.054	1	"12"	"ENSDARG00000002745"	"tdh"	"https://zfin.org/ZDB-GENE-040426-2379"	"L-threonine dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-040426-2379]"	"ZFIN"
"atp5f1b"	7.62964613561333e-05	0.842700388118899	0.312	0.104	1	"12"	"ENSDARG00000070083"	"atp5f1b"	"https://zfin.org/ZDB-GENE-030131-124"	"ATP synthase F1 subunit beta [Source:ZFIN;Acc:ZDB-GENE-030131-124]"	"ZFIN"
"gtpbp4"	0.00221934026540762	0.85021225805059	0.25	0.094	1	"12"	"ENSDARG00000018961"	"gtpbp4"	"https://zfin.org/ZDB-GENE-030131-5982"	"GTP binding protein 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5982]"	"ZFIN"
"ndufb7"	0.00932172518293775	0.850324423653761	0.188	0.073	1	"12"	"ENSDARG00000033789"	"ndufb7"	"https://zfin.org/ZDB-GENE-040426-1886"	"NADH:ubiquinone oxidoreductase subunit B7 [Source:ZFIN;Acc:ZDB-GENE-040426-1886]"	"ZFIN"
"etfb"	9.70817558583917e-05	0.851965068155191	0.156	0.033	1	"12"	"ENSDARG00000009250"	"etfb"	"https://zfin.org/ZDB-GENE-040426-1931"	"electron transfer flavoprotein subunit beta [Source:ZFIN;Acc:ZDB-GENE-040426-1931]"	"ZFIN"
"rps15"	2.42729668548735e-07	0.854601055088983	0.781	0.454	0.0062192195675557	"12"	"ENSDARG00000070849"	"rps15"	"https://zfin.org/ZDB-GENE-030131-9092"	"ribosomal protein S15 [Source:ZFIN;Acc:ZDB-GENE-030131-9092]"	"ZFIN"
"glud1a"	2.8429684945316e-05	0.857661890763626	0.156	0.029	0.728425387668887	"12"	"ENSDARG00000008816"	"glud1a"	"https://zfin.org/ZDB-GENE-030114-2"	"glutamate dehydrogenase 1a [Source:ZFIN;Acc:ZDB-GENE-030114-2]"	"ZFIN"
"pdgfra"	1.42723100953083e-07	0.85790150692597	0.125	0.013	0.00365685129261988	"12"	"ENSDARG00000070494"	"pdgfra"	"https://zfin.org/ZDB-GENE-990415-208"	"platelet-derived growth factor receptor, alpha polypeptide [Source:ZFIN;Acc:ZDB-GENE-990415-208]"	"ZFIN"
"rps3a"	1.59373811732413e-07	0.858654762059133	0.875	0.613	0.00408347580420788	"12"	"ENSDARG00000035692"	"rps3a"	"https://zfin.org/ZDB-GENE-030131-9184"	"ribosomal protein S3A [Source:ZFIN;Acc:ZDB-GENE-030131-9184]"	"ZFIN"
"rplp2"	4.45259726236663e-08	0.859719011487301	0.844	0.608	0.00114084447056358	"12"	"ENSDARG00000101406"	"rplp2"	"https://zfin.org/ZDB-GENE-031018-2"	"ribosomal protein, large P2 [Source:ZFIN;Acc:ZDB-GENE-031018-2]"	"ZFIN"
"plpp3"	0.0055263007083256	0.86317281185165	0.188	0.069	1	"12"	"ENSDARG00000059933"	"plpp3"	"https://zfin.org/ZDB-GENE-060526-241"	"phospholipid phosphatase 3 [Source:ZFIN;Acc:ZDB-GENE-060526-241]"	"ZFIN"
"tomm5"	0.00437421738924917	0.863593215639154	0.125	0.034	1	"12"	"ENSDARG00000068265"	"tomm5"	"https://zfin.org/ZDB-GENE-040724-90"	"translocase of outer mitochondrial membrane 5 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040724-90]"	"ZFIN"
"cct5"	8.5929975293546e-05	0.867259238210008	0.188	0.044	1	"12"	"ENSDARG00000045399"	"cct5"	"https://zfin.org/ZDB-GENE-030131-977"	"chaperonin containing TCP1, subunit 5 (epsilon) [Source:ZFIN;Acc:ZDB-GENE-030131-977]"	"ZFIN"
"nid2a"	2.87810141503008e-14	0.870986701466062	0.125	0.006	7.37427144559008e-10	"12"	"ENSDARG00000075707"	"nid2a"	"https://zfin.org/ZDB-GENE-030827-2"	"nidogen 2a (osteonidogen) [Source:ZFIN;Acc:ZDB-GENE-030827-2]"	"ZFIN"
"slc25a3b"	0.00018512582732926	0.874010225681215	0.375	0.156	1	"12"	"ENSDARG00000025566"	"slc25a3b"	"https://zfin.org/ZDB-GENE-040426-1916"	"solute carrier family 25 member 3b [Source:ZFIN;Acc:ZDB-GENE-040426-1916]"	"ZFIN"
"fth1a"	9.31221020689792e-06	0.875061192229912	0.375	0.122	0.238597449921139	"12"	"ENSDARG00000015551"	"fth1a"	"https://zfin.org/ZDB-GENE-000831-2"	"ferritin, heavy polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-000831-2]"	"ZFIN"
"serpina10a"	4.0522121699035e-13	0.87595232764605	0.125	0.007	1.03825780217268e-08	"12"	"ENSDARG00000005924"	"serpina10a"	"https://zfin.org/ZDB-GENE-041014-246"	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10a [Source:ZFIN;Acc:ZDB-GENE-041014-246]"	"ZFIN"
"lsm6"	0.000741274507530937	0.877998591439203	0.156	0.039	1	"12"	"ENSDARG00000036995"	"lsm6"	"https://zfin.org/ZDB-GENE-040625-50"	"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:ZFIN;Acc:ZDB-GENE-040625-50]"	"ZFIN"
"cox6a1"	0.00213039298988184	0.883745395496276	0.25	0.097	1	"12"	"ENSDARG00000022438"	"cox6a1"	"https://zfin.org/ZDB-GENE-030131-7715"	"cytochrome c oxidase subunit 6A1 [Source:ZFIN;Acc:ZDB-GENE-030131-7715]"	"ZFIN"
"rpl29"	2.97833984294269e-07	0.883752544620519	0.781	0.453	0.00763110234558776	"12"	"ENSDARG00000077717"	"rpl29"	"https://zfin.org/ZDB-GENE-040801-167"	"ribosomal protein L29 [Source:ZFIN;Acc:ZDB-GENE-040801-167]"	"ZFIN"
"nme2b.1"	1.29458311037079e-09	0.884314109062686	0.906	0.53	3.31698084539204e-05	"12"	"ENSDARG00000103791"	"nme2b.1"	"https://zfin.org/ZDB-GENE-000210-32"	"NME/NM23 nucleoside diphosphate kinase 2b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-000210-32]"	"ZFIN"
"robo3"	0.000414957491725342	0.892016428337372	0.219	0.064	1	"12"	"ENSDARG00000005645"	"robo3"	"https://zfin.org/ZDB-GENE-000209-4"	"roundabout, axon guidance receptor, homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-000209-4]"	"ZFIN"
"rpl36"	3.59491096625671e-08	0.894165257926386	0.875	0.49	0.000921088087774294	"12"	"ENSDARG00000100588"	"rpl36"	"https://zfin.org/ZDB-GENE-040622-2"	"ribosomal protein L36 [Source:ZFIN;Acc:ZDB-GENE-040622-2]"	"ZFIN"
"rpl11"	1.40605737629225e-07	0.896928741913494	0.906	0.653	0.00360260020953599	"12"	"ENSDARG00000043509"	"rpl11"	"https://zfin.org/ZDB-GENE-040625-147"	"ribosomal protein L11 [Source:ZFIN;Acc:ZDB-GENE-040625-147]"	"ZFIN"
"btbd10a"	0.000129210907512019	0.897248832171884	0.125	0.023	1	"12"	"ENSDARG00000062674"	"btbd10a"	"https://zfin.org/ZDB-GENE-070410-41"	"BTB (POZ) domain containing 10a [Source:ZFIN;Acc:ZDB-GENE-070410-41]"	"ZFIN"
"selenof"	3.09683251364593e-06	0.89841387690629	0.281	0.07	0.079347042664636	"12"	"ENSDARG00000099664"	"selenof"	"https://zfin.org/ZDB-GENE-030327-1"	"selenoprotein F [Source:ZFIN;Acc:ZDB-GENE-030327-1]"	"ZFIN"
"pin1"	0.00087419459205681	0.898423783943592	0.125	0.027	1	"12"	"ENSDARG00000101915"	"pin1"	"https://zfin.org/ZDB-GENE-040426-1714"	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1714]"	"ZFIN"
"si:ch211-191j22.3"	0.00018077571226309	0.902414806143351	0.156	0.035	1	"12"	"ENSDARG00000095459"	"si:ch211-191j22.3"	"https://zfin.org/ZDB-GENE-030131-4242"	"si:ch211-191j22.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4242]"	"ZFIN"
"aoc2"	1.2137732464922e-06	0.903391314606036	0.125	0.015	0.031099298121623	"12"	"ENSDARG00000014646"	"aoc2"	"https://zfin.org/ZDB-GENE-050320-133"	"amine oxidase copper containing 2 [Source:ZFIN;Acc:ZDB-GENE-050320-133]"	"ZFIN"
"afap1l2"	3.67673558147999e-07	0.904864155466585	0.125	0.014	0.00942053190686804	"12"	"ENSDARG00000074806"	"afap1l2"	"https://zfin.org/ZDB-GENE-100318-1"	"actin filament associated protein 1-like 2 [Source:ZFIN;Acc:ZDB-GENE-100318-1]"	"ZFIN"
"ak2"	0.00320815400059379	0.906446036225398	0.125	0.033	1	"12"	"ENSDARG00000005926"	"ak2"	"https://zfin.org/ZDB-GENE-030131-512"	"adenylate kinase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-512]"	"ZFIN"
"hsp90ab1"	2.65480028466198e-10	0.906732385926162	0.938	0.618	6.80212928936093e-06	"12"	"ENSDARG00000029150"	"hsp90ab1"	"https://zfin.org/ZDB-GENE-990415-95"	"heat shock protein 90, alpha (cytosolic), class B member 1 [Source:ZFIN;Acc:ZDB-GENE-990415-95]"	"ZFIN"
"rpl23a"	4.87272852562565e-08	0.915652341879385	0.781	0.384	0.0012484905028358	"12"	"ENSDARG00000006316"	"rpl23a"	"https://zfin.org/ZDB-GENE-030131-7479"	"ribosomal protein L23a [Source:ZFIN;Acc:ZDB-GENE-030131-7479]"	"ZFIN"
"prdx1"	1.21234981010897e-05	0.916138665024336	0.125	0.018	0.310628268346121	"12"	"ENSDARG00000058734"	"prdx1"	"https://zfin.org/ZDB-GENE-050320-35"	"peroxiredoxin 1 [Source:ZFIN;Acc:ZDB-GENE-050320-35]"	"ZFIN"
"nosip"	0.000196786994190551	0.919559015877104	0.125	0.024	1	"12"	"ENSDARG00000037958"	"nosip"	"https://zfin.org/ZDB-GENE-041114-146"	"nitric oxide synthase interacting protein [Source:ZFIN;Acc:ZDB-GENE-041114-146]"	"ZFIN"
"eif2s3"	3.94387571939842e-05	0.92065791538761	0.312	0.1	1	"12"	"ENSDARG00000008292"	"eif2s3"	"https://zfin.org/ZDB-GENE-030131-5552"	"eukaryotic translation initiation factor 2, subunit 3 gamma [Source:ZFIN;Acc:ZDB-GENE-030131-5552]"	"ZFIN"
"pabpc1a"	9.55522108763195e-07	0.920801847928902	0.625	0.27	0.0244823874707306	"12"	"ENSDARG00000017219"	"pabpc1a"	"https://zfin.org/ZDB-GENE-030131-3238"	"poly(A) binding protein, cytoplasmic 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3238]"	"ZFIN"
"nsa2"	0.00037693597360957	0.922645759279559	0.406	0.188	1	"12"	"ENSDARG00000007708"	"nsa2"	"https://zfin.org/ZDB-GENE-030131-488"	"NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488]"	"ZFIN"
"eif3s6ip"	0.000128684642737897	0.923581866617657	0.156	0.034	1	"12"	"ENSDARG00000101082"	"eif3s6ip"	"https://zfin.org/ZDB-GENE-040426-2138"	"eukaryotic translation initiation factor 3, subunit 6 interacting protein [Source:ZFIN;Acc:ZDB-GENE-040426-2138]"	"ZFIN"
"atp5pd"	0.000354540608100025	0.924368888292802	0.281	0.099	1	"12"	"ENSDARG00000098355"	"atp5pd"	"https://zfin.org/ZDB-GENE-040426-1658"	"ATP synthase peripheral stalk subunit d [Source:ZFIN;Acc:ZDB-GENE-040426-1658]"	"ZFIN"
"cnbpa"	0.00218747614420167	0.929071861598342	0.219	0.081	1	"12"	"ENSDARG00000045776"	"cnbpa"	"https://zfin.org/ZDB-GENE-030131-5045"	"CCHC-type zinc finger, nucleic acid binding protein a [Source:ZFIN;Acc:ZDB-GENE-030131-5045]"	"ZFIN"
"pgrmc1"	5.13412661163031e-06	0.930261365497618	0.156	0.026	0.131546592043192	"12"	"ENSDARG00000054172"	"pgrmc1"	"https://zfin.org/ZDB-GENE-041114-91"	"progesterone receptor membrane component 1 [Source:ZFIN;Acc:ZDB-GENE-041114-91]"	"ZFIN"
"rpsa"	2.66623013048974e-10	0.931692197679412	0.969	0.64	6.83141484034081e-06	"12"	"ENSDARG00000019181"	"rpsa"	"https://zfin.org/ZDB-GENE-040426-811"	"ribosomal protein SA [Source:ZFIN;Acc:ZDB-GENE-040426-811]"	"ZFIN"
"rack1"	8.31508782811809e-09	0.937406685379101	0.875	0.496	0.000213049180332042	"12"	"ENSDARG00000041619"	"rack1"	"https://zfin.org/ZDB-GENE-990415-89"	"receptor for activated C kinase 1 [Source:ZFIN;Acc:ZDB-GENE-990415-89]"	"ZFIN"
"abi3bpb"	2.53162418296947e-10	0.940112195824103	0.156	0.015	6.48652748160437e-06	"12"	"ENSDARG00000071095"	"abi3bpb"	"https://zfin.org/ZDB-GENE-030131-6041"	"ABI family, member 3 (NESH) binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-6041]"	"ZFIN"
"rpl24"	1.07035103192471e-07	0.941727153847052	0.875	0.612	0.0027424534139975	"12"	"ENSDARG00000099104"	"rpl24"	"https://zfin.org/ZDB-GENE-020419-25"	"ribosomal protein L24 [Source:ZFIN;Acc:ZDB-GENE-020419-25]"	"ZFIN"
"fam107b"	7.66983497829632e-07	0.951190814236191	0.125	0.015	0.0196516511813908	"12"	"ENSDARG00000026865"	"fam107b"	"https://zfin.org/ZDB-GENE-031030-12"	"family with sequence similarity 107 member B [Source:ZFIN;Acc:ZDB-GENE-031030-12]"	"ZFIN"
"rps19"	2.53801408309454e-12	0.952274706225839	1	0.663	6.50289968370484e-08	"12"	"ENSDARG00000030602"	"rps19"	"https://zfin.org/ZDB-GENE-040426-1716"	"ribosomal protein S19 [Source:ZFIN;Acc:ZDB-GENE-040426-1716]"	"ZFIN"
"btf3"	6.17528886687195e-06	0.954883584218087	0.562	0.265	0.158223251346993	"12"	"ENSDARG00000035400"	"btf3"	"https://zfin.org/ZDB-GENE-030131-8731"	"basic transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8731]"	"ZFIN"
"prdx4"	4.58254073111456e-06	0.956543986646108	0.188	0.036	0.117413858612617	"12"	"ENSDARG00000069013"	"prdx4"	"https://zfin.org/ZDB-GENE-030131-1096"	"peroxiredoxin 4 [Source:ZFIN;Acc:ZDB-GENE-030131-1096]"	"ZFIN"
"pno1"	6.17779854659411e-05	0.956682126350259	0.188	0.043	1	"12"	"ENSDARG00000008502"	"pno1"	"https://zfin.org/ZDB-GENE-040426-1419"	"partner of NOB1 homolog [Source:ZFIN;Acc:ZDB-GENE-040426-1419]"	"ZFIN"
"rsl1d1"	9.41113364786369e-05	0.957780777844531	0.219	0.059	1	"12"	"ENSDARG00000055868"	"rsl1d1"	"https://zfin.org/ZDB-GENE-130603-67"	"ribosomal L1 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-130603-67]"	"ZFIN"
"rcn3"	1.1597588924162e-08	0.958899437345583	0.156	0.018	0.000297153423414878	"12"	"ENSDARG00000037961"	"rcn3"	"https://zfin.org/ZDB-GENE-040625-175"	"reticulocalbin 3, EF-hand calcium binding domain [Source:ZFIN;Acc:ZDB-GENE-040625-175]"	"ZFIN"
"rpl28"	3.66657864819283e-09	0.961933923399314	0.875	0.579	9.39450781239968e-05	"12"	"ENSDARG00000005791"	"rpl28"	"https://zfin.org/ZDB-GENE-040930-10"	"ribosomal protein L28 [Source:ZFIN;Acc:ZDB-GENE-040930-10]"	"ZFIN"
"rps25"	3.02636719000245e-10	0.962973407709593	0.906	0.534	7.75415801422428e-06	"12"	"ENSDARG00000041811"	"rps25"	"https://zfin.org/ZDB-GENE-040426-1788"	"ribosomal protein S25 [Source:ZFIN;Acc:ZDB-GENE-040426-1788]"	"ZFIN"
"fmoda"	2.59252468129231e-18	0.963791248100486	0.125	0.005	6.64256673840715e-14	"12"	"ENSDARG00000044895"	"fmoda"	"https://zfin.org/ZDB-GENE-041008-23"	"fibromodulin a [Source:ZFIN;Acc:ZDB-GENE-041008-23]"	"ZFIN"
"nucb2a"	7.41714156936168e-09	0.966927465638438	0.156	0.017	0.000190042001290185	"12"	"ENSDARG00000036299"	"nucb2a"	"https://zfin.org/ZDB-GENE-030826-14"	"nucleobindin 2a [Source:ZFIN;Acc:ZDB-GENE-030826-14]"	"ZFIN"
"rps27.1"	6.82817060892669e-11	0.975375019529243	0.938	0.558	1.7495138734192e-06	"12"	"ENSDARG00000023298"	"rps27.1"	"https://zfin.org/ZDB-GENE-050522-549"	"ribosomal protein S27, isoform 1 [Source:ZFIN;Acc:ZDB-GENE-050522-549]"	"ZFIN"
"vdac2"	0.000237509628480699	0.976085680885779	0.281	0.095	1	"12"	"ENSDARG00000013623"	"vdac2"	"https://zfin.org/ZDB-GENE-030131-845"	"voltage-dependent anion channel 2 [Source:ZFIN;Acc:ZDB-GENE-030131-845]"	"ZFIN"
"klf15"	1.75875037511845e-27	0.981864868784717	0.125	0.003	4.5062702111285e-23	"12"	"ENSDARG00000091127"	"klf15"	"https://zfin.org/ZDB-GENE-030131-7844"	"Kruppel-like factor 15 [Source:ZFIN;Acc:ZDB-GENE-030131-7844]"	"ZFIN"
"bloc1s6"	8.13017927831732e-07	0.984110224554262	0.125	0.015	0.0208311453469046	"12"	"ENSDARG00000042933"	"bloc1s6"	"https://zfin.org/ZDB-GENE-070112-1862"	"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:ZFIN;Acc:ZDB-GENE-070112-1862]"	"ZFIN"
"rpl23"	2.56992871491539e-07	0.984276814750785	0.906	0.614	0.0065846713533562	"12"	"ENSDARG00000053457"	"rpl23"	"https://zfin.org/ZDB-GENE-030131-8756"	"ribosomal protein L23 [Source:ZFIN;Acc:ZDB-GENE-030131-8756]"	"ZFIN"
"fhl2a"	3.6207146136867e-82	0.984286455883777	0.125	0	9.27699498318807e-78	"12"	"ENSDARG00000042018"	"fhl2a"	"https://zfin.org/ZDB-GENE-040808-49"	"four and a half LIM domains 2a [Source:ZFIN;Acc:ZDB-GENE-040808-49]"	"ZFIN"
"rps17"	2.7228174109789e-08	0.986093636812612	0.656	0.251	0.000697640277041013	"12"	"ENSDARG00000104011"	"rps17"	"https://zfin.org/ZDB-GENE-040426-1852"	"ribosomal protein S17 [Source:ZFIN;Acc:ZDB-GENE-040426-1852]"	"ZFIN"
"tgfbi"	8.31988600952119e-11	0.986786171115508	0.156	0.014	2.13172119335952e-06	"12"	"ENSDARG00000071586"	"tgfbi"	"https://zfin.org/ZDB-GENE-030131-73"	"transforming growth factor, beta-induced [Source:ZFIN;Acc:ZDB-GENE-030131-73]"	"ZFIN"
"serp1"	4.79255840702511e-05	0.989177202109	0.156	0.031	1	"12"	"ENSDARG00000099439"	"serp1"	"https://zfin.org/ZDB-GENE-030131-8741"	"stress-associated endoplasmic reticulum protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8741]"	"ZFIN"
"atp5mc3b"	3.57943996272564e-07	0.989359473108369	0.531	0.205	0.00917124107249563	"12"	"ENSDARG00000009447"	"atp5mc3b"	"https://zfin.org/ZDB-GENE-020814-1"	"ATP synthase membrane subunit c locus 3b [Source:ZFIN;Acc:ZDB-GENE-020814-1]"	"ZFIN"
"prrx1a"	1.73583640039347e-16	0.989796397033907	0.125	0.005	4.44756002508814e-12	"12"	"ENSDARG00000033971"	"prrx1a"	"https://zfin.org/ZDB-GENE-020905-5"	"paired related homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-020905-5]"	"ZFIN"
"idh1"	7.68844423522554e-07	0.99126660788776	0.281	0.063	0.0196993318194949	"12"	"ENSDARG00000025375"	"idh1"	"https://zfin.org/ZDB-GENE-031006-1"	"isocitrate dehydrogenase 1 (NADP+), soluble [Source:ZFIN;Acc:ZDB-GENE-031006-1]"	"ZFIN"
"faua"	6.75792443757331e-10	0.993679764080408	0.875	0.485	1.73151539939503e-05	"12"	"ENSDARG00000099022"	"faua"	"https://zfin.org/ZDB-GENE-040426-1700"	"FAU ubiquitin like and ribosomal protein S30 fusion a [Source:ZFIN;Acc:ZDB-GENE-040426-1700]"	"ZFIN"
"cmbl"	1.2503750903828e-05	1.00167895334018	0.156	0.028	0.320371105657882	"12"	"ENSDARG00000073786"	"cmbl"	"https://zfin.org/ZDB-GENE-071004-21"	"carboxymethylenebutenolidase homolog (Pseudomonas) [Source:ZFIN;Acc:ZDB-GENE-071004-21]"	"ZFIN"
"rps6"	1.1311478676102e-07	1.00341984638781	0.719	0.38	0.00289822706639085	"12"	"ENSDARG00000019778"	"rps6"	"https://zfin.org/ZDB-GENE-040801-8"	"ribosomal protein S6 [Source:ZFIN;Acc:ZDB-GENE-040801-8]"	"ZFIN"
"fbp1a"	2.88658409495679e-08	1.00693442108082	0.156	0.019	0.000739600576809828	"12"	"ENSDARG00000021366"	"fbp1a"	"https://zfin.org/ZDB-GENE-030131-7171"	"fructose-1,6-bisphosphatase 1a [Source:ZFIN;Acc:ZDB-GENE-030131-7171]"	"ZFIN"
